_id,AmbientAirTemp,Date,CabinTemp1,ReturnAirTemp,DigitalInputs,DigitalOutputs,BlowerPWM,BlowerHours,CondensorPWM,CompCurr,BattV,CompVolt,HMIReqTemp,serialNumber,CabinTemp,DigitalInputsCal,DigitalOutputsCal,Voltage,Volts,CabinTempHeat,Cabin_Temp_A/C,Cabin_Temp_Fan,Temp_Request
5f6de12e979dd03e1c00034a,78.199997,25-09-2020 12:23,66,67.199997,272,41,30,2078.899902,0,0,12.6,0,65.199997,10081473,66.5999985,AC,1,12.6,12.6,N/A,66.89999775,N/A,65.199997
5f6de12e979dd03e1c000348,77.5,25-09-2020 12:23,65.300003,66.599998,272,41,30,2078.800049,0,0,12.6,0,65.199997,10081473,65.9500005,AC,1,12.6,12.6,N/A,66.27499925,N/A,65.199997
5f6de12e979dd03e1c000345,77.300003,25-09-2020 12:23,64.5,65.800003,272,41,30,2078.800049,0,0,12.6,0,65.199997,10081473,65.1500015,AC,1,12.6,12.6,N/A,65.47500225,N/A,65.199997
5f6de12e979dd03e1c000342,77.300003,25-09-2020 12:23,63.700001,65,272,41,30,2078.800049,0,0,12.6,0,65.199997,10081473,64.3500005,AC,1,12.6,12.6,N/A,64.67500025,N/A,65.199997
5f6de12e979dd03e1c00033f,77.199997,25-09-2020 12:23,63.5,64.900002,272,41,30,2078.800049,0,0,12.5,0,65.199997,10081473,64.200001,AC,1,12.5,12.5,N/A,64.5500015,N/A,65.199997
5f6de12e979dd03e1c00033c,77.5,25-09-2020 12:23,63.5,65,272,61,30,2078.800049,29,3,12.4,46,65.199997,10081473,64.25,AC,1,12.4,12.4,N/A,64.625,N/A,65.199997
5f6de12e979dd03e1c000339,77.300003,25-09-2020 12:23,63.700001,65.099998,272,61,30,2078.800049,29,3,12.4,46,65.199997,10081473,64.3999995,AC,1,12.4,12.4,N/A,64.74999875,N/A,65.199997
5f6de12e979dd03e1c000336,77.300003,25-09-2020 12:23,63.700001,65.199997,272,61,30,2078.699951,29,2.8,12.5,46,65.199997,10081473,64.449999,AC,1,12.5,12.5,N/A,64.824998,N/A,65.199997
5f6de12e979dd03e1c000333,77.300003,25-09-2020 12:23,63.900002,65.300003,272,61,30,2078.699951,29,3,12.4,46,65.199997,10081473,64.6000025,AC,1,12.4,12.4,N/A,64.95000275,N/A,65.199997
5f6de12e979dd03e1c000330,77.300003,25-09-2020 12:23,64.199997,65.5,272,61,30,2078.699951,32,3.4,12.4,46,65.199997,10081473,64.8499985,AC,1,12.4,12.4,N/A,65.17499925,N/A,65.199997
